Unnamed: 0,fraud_score,ml_prob,rule_score,iso_anomaly_score,actual_class,is_fraud,claim_id
250395,0.0,0.0,0.0,-0.1274800586396924,0,0,44
198694,0.202,0.0033333333333333,0.5,-0.1793318840331338,0,0,45
230362,0.004,0.0066666666666666,0.0,-0.198205432128466,0,0,46
181415,0.0,0.0,0.0,-0.1209809598481326,0,0,47
187592,0.2,0.0,0.5,-0.1617709631763951,0,0,48
185764,0.206,0.01,0.5,-0.1579709262454239,0,0,49
222756,0.208,0.0133333333333333,0.5,-0.053451595915449,0,0,50
22028,0.2,0.0,0.5,-0.1730373137384313,0,0,51
103061,0.2,0.0,0.5,-0.1800322962879565,0,0,52
58932,0.2,0.0,0.5,-0.1926689002783985,0,0,53
157934,0.2,0.0,0.5,-0.1545626604627579,0,0,54
119439,0.2,0.0,0.5,-0.1908749780285462,0,0,55
201551,0.2,0.0,0.5,-0.1318410488208408,0,0,56
94688,0.0,0.0,0.0,-0.0306247915221382,0,0,57
236129,0.0,0.0,0.0,-0.1838846092092076,0,0,58
71022,0.2,0.0,0.5,-0.0733306890103095,0,0,59
211516,0.208,0.0133333333333333,0.5,-0.1189157946228908,0,0,60
155412,0.0,0.0,0.0,-0.1746989607995116,0,0,61
132345,0.2,0.0,0.5,-0.2007630271982824,0,0,62
143981,0.0,0.0,0.0,-0.2062276313226653,0,0,63
30088,0.2,0.0,0.5,-0.1590223545439425,0,0,64
155617,0.204,0.0066666666666666,0.5,-0.1023463540180716,0,0,65
20971,0.2,0.0,0.5,-0.1827635592379317,0,0,66
158895,0.2,0.0,0.5,-0.1449842302943486,0,0,67
276003,0.0,0.0,0.0,-0.1946323990156343,0,0,68
28607,0.2,0.0,0.5,-0.2060046015645658,0,0,69
237933,0.0,0.0,0.0,-0.2067755422586441,0,0,70
152514,0.0,0.0,0.0,-0.1522431641039933,0,0,71
248114,0.2,0.0,0.5,-0.1825027842665514,0,0,72
6263,0.2,0.0,0.5,-0.1226971877889002,0,0,73
83265,0.0,0.0,0.0,-0.1925663633462792,0,0,74
35776,0.2,0.0,0.5,-0.1852540052251887,0,0,75
127082,0.002,0.0033333333333333,0.0,-0.1754018776149278,0,0,76
281064,0.0,0.0,0.0,-0.2012079092934673,0,0,77
253147,0.0,0.0,0.0,-0.2098560471549498,0,0,78
201369,0.2,0.0,0.5,-0.1702866639651034,0,0,79
45223,0.2,0.0,0.5,-0.1286696182506921,0,0,80
230172,0.2,0.0,0.5,-0.1659716360034382,0,0,81
83362,0.0,0.0,0.0,-0.210311343283315,0,0,82
162284,0.0,0.0,0.0,-0.136901562022119,0,0,83
256823,0.0,0.0,0.0,-0.1413224429930784,0,0,84
74545,0.2,0.0,0.5,-0.1861982693993044,0,0,85
92940,0.202,0.0033333333333333,0.5,-0.1579643134225682,0,0,86
273340,0.0,0.0,0.0,-0.1758560217300607,0,0,87
193256,0.2,0.0,0.5,-0.2072187844003879,0,0,88
109963,0.0,0.0,0.0,-0.1076279327789643,0,0,89
76437,0.2,0.0,0.5,-0.1925683356373552,0,0,90
89712,0.0,0.0,0.0,-0.2140414066699966,0,0,91
68792,0.2,0.0,0.5,-0.1654531706770894,0,0,92
72435,0.2,0.0,0.5,-0.1955727847646951,0,0,93
86272,0.002,0.0033333333333333,0.0,-0.1652344670918866,0,0,94
112653,0.0,0.0,0.0,-0.1965249351740101,0,0,95
248312,0.0,0.0,0.0,-0.2012681007648066,0,0,96
151401,0.0,0.0,0.0,-0.1546474122799903,0,0,97
83924,0.2,0.0,0.5,-0.1609733171223376,0,0,98
267734,0.2,0.0,0.5,-0.203312012109294,0,0,99
81119,0.206,0.01,0.5,-0.1076206815574229,0,0,100
225116,0.2,0.0,0.5,-0.1759732580960032,0,0,101
74420,0.0,0.0,0.0,-0.2126019055128332,0,0,102
162494,0.204,0.0066666666666666,0.5,-0.092838861835412,0,0,103
170168,0.2,0.0,0.5,-0.1845932435439365,0,0,104
218784,0.2,0.0,0.5,-0.1714823139897901,0,0,105
221308,0.0,0.0,0.0,-0.1748405020715085,0,0,106
265934,0.2,0.0,0.5,-0.1922464676394034,0,0,107
186797,0.2,0.0,0.5,-0.1703609828306574,0,0,108
244271,0.2,0.0,0.5,-0.2040123521778972,0,0,109
122750,0.206,0.01,0.5,-0.1589218174753413,0,0,110
58695,0.2,0.0,0.5,-0.1945759033718757,0,0,111
202116,0.2,0.0,0.5,-0.1873041328526635,0,0,112
17112,0.2,0.0,0.5,-0.1937287875386145,0,0,113
87679,0.0,0.0,0.0,-0.1999795694128027,0,0,114
101708,0.206,0.01,0.5,-0.2075622706572976,0,0,115
144128,0.0,0.0,0.0,-0.167944725531665,0,0,116
22653,0.2,0.0,0.5,-0.1999063173753577,0,0,117
75374,0.2,0.0,0.5,-0.2013430191685492,0,0,118
203321,0.2,0.0,0.5,-0.1666743741817766,0,0,119
273842,0.0,0.0,0.0,-0.163573467217509,0,0,120
55314,0.2,0.0,0.5,-0.1727395344134946,0,0,121
45779,0.202,0.0033333333333333,0.5,-0.1741903429930066,0,0,122
45181,0.2,0.0,0.5,-0.21098606143864,0,0,123
168019,0.2,0.0,0.5,-0.1728010429446504,0,0,124
131336,0.2,0.0,0.5,-0.1834598716280527,0,0,125
3590,0.4,0.0,1.0,-0.1470034434576868,0,0,126
110769,0.0,0.0,0.0,-0.2117624488006038,0,0,127
44906,0.2,0.0,0.5,-0.1864489086302023,0,0,128
146371,0.0,0.0,0.0,-0.1986900636337671,0,0,129
190099,0.2,0.0,0.5,-0.1698390499895291,0,0,130
131266,0.0,0.0,0.0,-0.2005958687420465,0,0,131
88591,0.236,0.06,0.5,-0.1835243205194781,0,0,132
171032,0.0,0.0,0.0,-0.2131433775540276,0,0,133
50693,0.2,0.0,0.5,-0.1199861570056861,0,0,134
23902,0.2,0.0,0.5,-0.1459416701498858,0,0,135
154132,0.0,0.0,0.0,-0.16184106332295,0,0,136
141886,0.002,0.0033333333333333,0.0,-0.1833188292897436,0,0,137
128754,0.0,0.0,0.0,-0.2204268865726508,0,0,138
180537,0.0,0.0,0.0,-0.1805576568222583,0,0,139
7931,0.0,0.0,0.0,-0.1582873943821042,0,0,140
176742,0.0,0.0,0.0,-0.2108696925018672,0,0,141
160725,0.0,0.0,0.0,-0.1984203145621773,0,0,142
179014,0.2,0.0,0.5,-0.2024994823829934,0,0,143
159864,0.0,0.0,0.0,-0.200456461514066,0,0,144
76939,0.004,0.0066666666666666,0.0,-0.1489579278198486,0,0,145
106477,0.0,0.0,0.0,-0.2099061579057764,0,0,146
276968,0.0,0.0,0.0,-0.1997837067511704,0,0,147
192088,0.2,0.0,0.5,-0.2023074645151035,0,0,148
257607,0.0,0.0,0.0,-0.194282995441055,0,0,149
26429,0.006,0.01,0.0,-0.1841937157355903,0,0,150
207034,0.212,0.02,0.5,-0.167237541390925,0,0,151
205517,0.0,0.0,0.0,-0.2027520309278367,0,0,152
218207,0.2,0.0,0.5,-0.1700432602080608,0,0,153
138118,0.2,0.0,0.5,-0.2064430535846344,0,0,154
163728,0.2,0.0,0.5,-0.1872010905739527,0,0,155
282376,0.204,0.0066666666666666,0.5,-0.1355091437326579,0,0,156
275482,0.0,0.0,0.0,-0.1536823312379336,0,0,157
127346,0.0,0.0,0.0,-0.2159238366541024,0,0,158
124814,0.2,0.0,0.5,-0.1289308811033906,0,0,159
23674,0.2,0.0,0.5,-0.1821014211340885,0,0,160
93969,0.2,0.0,0.5,-0.1951791120661533,0,0,161
182671,0.2,0.0,0.5,-0.1832526555222867,0,0,162
159732,0.2,0.0,0.5,-0.1538260960131585,0,0,163
141905,0.0,0.0,0.0,-0.1913532149922188,0,0,164
171735,0.0,0.0,0.0,-0.2067149176669465,0,0,165
190263,0.5179999999999999,0.8633333333333333,0.0,-0.0469143911496241,0,0,166
220160,0.0,0.0,0.0,-0.1520976417915233,0,0,167
51161,0.2,0.0,0.5,-0.1999239318768719,0,0,168
40708,0.2,0.0,0.5,-0.1852246059557522,0,0,169
193638,0.0,0.0,0.0,-0.1829564925347351,0,0,170
97634,0.002,0.0033333333333333,0.0,-0.1620657780975851,0,0,171
11733,0.2,0.0,0.5,-0.156432030308911,0,0,172
239278,0.2,0.0,0.5,-0.1599670874918013,0,0,173
94100,0.0,0.0,0.0,-0.1528357618291999,0,0,174
244804,0.2,0.0,0.5,-0.1620330975702908,0,0,175
237981,0.202,0.0033333333333333,0.5,-0.137799389341584,0,0,176
101180,0.0,0.0,0.0,-0.2088335610679842,0,0,177
129567,0.012,0.02,0.0,-0.1975993348716769,0,0,178
126320,0.0,0.0,0.0,-0.1909711758066255,0,0,179
217189,0.204,0.0066666666666666,0.5,-0.154198703512351,0,0,180
159965,0.0,0.0,0.0,-0.1853806882079817,0,0,181
96920,0.2,0.0,0.5,-0.2170834275918418,0,0,182
80783,0.2,0.0,0.5,-0.1776347303769406,0,0,183
64015,0.2,0.0,0.5,-0.1866759002379707,0,0,184
37895,0.0,0.0,0.0,-0.1837182493186793,0,0,185
237636,0.0,0.0,0.0,-0.2079792376716716,0,0,186
230117,0.2,0.0,0.5,-0.1415358862894392,0,0,187
104423,0.2,0.0,0.5,-0.2132992383096766,0,0,188
200583,0.2,0.0,0.5,-0.1880503104828593,0,0,189
157097,0.006,0.01,0.0,-0.1310808839990412,0,0,190
39452,0.2,0.0,0.5,-0.1687523289936699,0,0,191
203214,0.0,0.0,0.0,-0.1310862384104487,0,0,192
142758,0.206,0.01,0.5,-0.1637011669219829,0,0,193
72600,0.2,0.0,0.5,-0.199796934262495,0,0,194
56875,0.2,0.0,0.5,-0.169357006522797,0,0,195
185675,0.004,0.0066666666666666,0.0,-0.1909405822642692,0,0,196
86584,0.0,0.0,0.0,-0.1979147121509268,0,0,197
271467,0.2,0.0,0.5,-0.1474489421226969,0,0,198
114411,0.0,0.0,0.0,-0.2031285934797788,0,0,199
166649,0.2,0.0,0.5,-0.144304699182928,0,0,200
140043,0.0,0.0,0.0,-0.1845431936893503,0,0,201
155938,0.2,0.0,0.5,-0.1590914918996342,0,0,202
63536,0.0,0.0,0.0,-0.2040811179507956,0,0,203
207176,0.0,0.0,0.0,-0.141720473155821,0,0,204
80114,0.21,0.0166666666666666,0.5,-0.1686720472400756,0,0,205
265359,0.2,0.0,0.5,-0.1837672269625282,0,0,206
214149,0.2,0.0,0.5,-0.1931554081976282,0,0,207
52960,0.002,0.0033333333333333,0.0,-0.1636522599143283,0,0,208
212874,0.0,0.0,0.0,-0.140868866334419,0,0,209
225828,0.02,0.0333333333333333,0.0,-0.0894585862016775,0,0,210
7929,0.0,0.0,0.0,-0.150728581862419,0,0,211
3415,0.2,0.0,0.5,-0.1609213768106995,0,0,212
211456,0.0,0.0,0.0,-0.1995680191905387,0,0,213
235632,0.0,0.0,0.0,-0.1893992304582389,0,0,214
163984,0.2,0.0,0.5,-0.1847253292780835,0,0,215
9449,0.006,0.01,0.0,-0.1379062127403889,0,0,216
228554,0.2,0.0,0.5,-0.2003281536484418,0,0,217
66859,0.2,0.0,0.5,-0.1524874683135699,0,0,218
390,0.212,0.02,0.5,-0.1584278944444191,0,0,219
154140,0.0,0.0,0.0,-0.1530532717298141,0,0,220
112186,0.2,0.0,0.5,-0.1891542326386725,0,0,221
40826,0.0,0.0,0.0,-0.2017040078870026,0,0,222
126991,0.202,0.0033333333333333,0.5,-0.1869766961869912,0,0,223
179821,0.0,0.0,0.0,-0.1833149754889228,0,0,224
180079,0.0,0.0,0.0,-0.1954454451999349,0,0,225
96699,0.0,0.0,0.0,-0.2110703740611232,0,0,226
280547,0.2,0.0,0.5,-0.1861676118725806,0,0,227
200322,0.0,0.0,0.0,-0.2087877551731548,0,0,228
236092,0.2,0.0,0.5,-0.1966835597423568,0,0,229
44173,0.2,0.0,0.5,-0.2044391980766124,0,0,230
270324,0.0,0.0,0.0,-0.2043339124827209,0,0,231
152286,0.002,0.0033333333333333,0.0,-0.0317580400004059,0,0,232
121471,0.2,0.0,0.5,-0.2060010288662015,0,0,233
39429,0.2,0.0,0.5,-0.1881961249010619,0,0,234
33645,0.2,0.0,0.5,-0.2019503953642351,0,0,235
119001,0.2,0.0,0.5,-0.1713669441556273,0,0,236
154606,0.202,0.0033333333333333,0.5,-0.1573218181441426,0,0,237
65065,0.008,0.0133333333333333,0.0,-0.0376678670390784,0,0,238
69482,0.0,0.0,0.0,-0.1442062868782477,0,0,239
131665,0.2,0.0,0.5,-0.195730835577905,0,0,240
129813,0.0,0.0,0.0,-0.1946144384887972,0,0,241
28133,0.0,0.0,0.0,-0.1525453789057496,0,0,242
133041,0.2,0.0,0.5,-0.1836151074353983,0,0,243
32984,0.0,0.0,0.0,-0.1768625433033729,0,0,244
13810,0.228,0.0466666666666666,0.5,-0.1104951475084535,0,0,245
104224,0.0,0.0,0.0,-0.0068747221355827,0,0,246
93942,0.0,0.0,0.0,-0.2032266372934052,0,0,247
179401,0.2,0.0,0.5,-0.1815036046998375,0,0,248
172580,0.2,0.0,0.5,-0.198383015002963,0,0,249
155817,0.002,0.0033333333333333,0.0,-0.0846130307513036,0,0,250
238946,0.0,0.0,0.0,-0.1829341908194559,0,0,251
25521,0.2,0.0,0.5,-0.1595972585309301,0,0,252
261649,0.0,0.0,0.0,-0.135441054899655,0,0,253
148332,0.2,0.0,0.5,-0.1920928592439925,0,0,254
148833,0.0,0.0,0.0,-0.1737097499320876,0,0,255
146128,0.002,0.0033333333333333,0.0,-0.1451232665324755,0,0,256
168844,0.2,0.0,0.5,-0.2100211572682466,0,0,257
207323,0.2,0.0,0.5,-0.1469811648732709,0,0,258
255754,0.0,0.0,0.0,-0.1988114514409713,0,0,259
121352,0.0,0.0,0.0,-0.2042806472328217,0,0,260
76923,0.0,0.0,0.0,-0.2038274907807843,0,0,261
233095,0.0,0.0,0.0,-0.1991139614950125,0,0,262
35045,0.2,0.0,0.5,-0.1946213692235198,0,0,263
2407,0.2,0.0,0.5,-0.1959395583218936,0,0,264
187531,0.2,0.0,0.5,-0.180369188460026,0,0,265
261220,0.0,0.0,0.0,-0.1825001669709439,0,0,266
205463,0.0,0.0,0.0,-0.201228706706631,0,0,267
23300,0.0,0.0,0.0,-0.1801593879441794,0,0,268
76796,0.2,0.0,0.5,-0.1813860459201339,0,0,269
52605,0.202,0.0033333333333333,0.5,-0.1920351359936517,0,0,270
168758,0.0,0.0,0.0,-0.1508964451323977,0,0,271
95034,0.2,0.0,0.5,-0.2083734540694229,0,0,272
132821,0.01,0.0166666666666666,0.0,-0.1857199602348877,0,0,273
219825,0.2,0.0,0.5,-0.1959606940493118,0,0,274
16694,0.004,0.0066666666666666,0.0,-0.0449646310056115,0,0,275
138565,0.2,0.0,0.5,-0.1402767855589734,0,0,276
103833,0.2,0.0,0.5,-0.1984791972007784,0,0,277
258688,0.0,0.0,0.0,-0.2103212574885221,0,0,278
197306,0.2,0.0,0.5,-0.1878983604746424,0,0,279
206538,0.204,0.0066666666666666,0.5,-0.1551901846353506,0,0,280
112902,0.0,0.0,0.0,-0.2157002098878288,0,0,281
89863,0.0,0.0,0.0,-0.1240479530379778,0,0,282
239148,0.002,0.0033333333333333,0.0,-0.1670371453841969,0,0,283
96380,0.0,0.0,0.0,-0.1464634840805954,0,0,284
241292,0.0,0.0,0.0,-0.1813732138042091,0,0,285
6167,0.0,0.0,0.0,-0.1378111971704113,0,0,286
9471,0.2,0.0,0.5,-0.158526921541437,0,0,287
268205,0.0,0.0,0.0,-0.1765127190953746,0,0,288
176339,0.2,0.0,0.5,-0.1799901216070582,0,0,289
206161,0.0,0.0,0.0,-0.1415392546333226,0,0,290
37,0.2,0.0,0.5,-0.1896249475868612,0,0,291
98816,0.2,0.0,0.5,-0.1770215894371304,0,0,292
22877,0.0,0.0,0.0,-0.2123009552044396,0,0,293
147864,0.212,0.02,0.5,-0.0786715603155006,0,0,294
96200,0.2,0.0,0.5,-0.1806228160402817,0,0,295
206340,0.0,0.0,0.0,-0.1773476496547332,0,0,296
253454,0.0,0.0,0.0,-0.1970359128690562,0,0,297
239430,0.0,0.0,0.0,-0.2093228208063429,0,0,298
48373,0.2,0.0,0.5,-0.1679967970315682,0,0,299
158050,0.2,0.0,0.5,-0.1691040195476795,0,0,300
55269,0.0,0.0,0.0,-0.1882054720638886,0,0,301
262525,0.2,0.0,0.5,-0.1869564192504857,0,0,302
178860,0.2,0.0,0.5,-0.1947596946781807,0,0,303
3773,0.4,0.0,1.0,-0.1417508758010897,0,0,304
188594,0.0,0.0,0.0,-0.1867512785706836,0,0,305
267584,0.212,0.02,0.5,-0.1387871533813048,0,0,306
230589,0.2,0.0,0.5,-0.1990607509230331,0,0,307
150659,0.2,0.0,0.5,-0.1777449484074348,0,0,308
156575,0.0,0.0,0.0,-0.1756514416151625,0,0,309
1565,0.4,0.0,1.0,-0.1826425362049524,0,0,310
168208,0.0579999999999999,0.0966666666666666,0.0,-0.1266134036999702,0,0,311
160709,0.2,0.0,0.5,-0.1662140875646892,0,0,312
283641,0.0,0.0,0.0,-0.19657039633037,0,0,313
199206,0.2,0.0,0.5,-0.1735201033244269,0,0,314
174612,0.2,0.0,0.5,-0.2033792735064105,0,0,315
177538,0.004,0.0066666666666666,0.0,-0.1859856174277342,0,0,316
17731,0.006,0.01,0.0,-0.1377203869967105,0,0,317
43468,0.2,0.0,0.5,-0.2096009467887805,0,0,318
265077,0.0,0.0,0.0,-0.1582291759384286,0,0,319
60995,0.2,0.0,0.5,-0.2005445309895583,0,0,320
31974,0.204,0.0066666666666666,0.5,-0.172308118720107,0,0,321
64509,0.0,0.0,0.0,-0.1604284881354732,0,0,322
11816,0.0,0.0,0.0,-0.1761630129901958,0,0,323
244136,0.002,0.0033333333333333,0.0,-0.1887886016713433,0,0,324
115056,0.202,0.0033333333333333,0.5,-0.1755753901560126,0,0,325
102908,0.2,0.0,0.5,-0.2029273389659633,0,0,326
179250,0.0,0.0,0.0,-0.1881359647965612,0,0,327
208828,0.0,0.0,0.0,-0.1745128369989991,0,0,328
236930,0.0,0.0,0.0,-0.1701815692487712,0,0,329
129449,0.2,0.0,0.5,-0.1492688139264036,0,0,330
213167,0.2,0.0,0.5,-0.210778612166905,0,0,331
161345,0.006,0.01,0.0,-0.1379168552558543,0,0,332
273620,0.0,0.0,0.0,-0.182564824377599,0,0,333
12276,0.202,0.0033333333333333,0.5,-0.1220519095931458,0,0,334
281323,0.222,0.0366666666666666,0.5,-0.0556990628360233,0,0,335
64758,0.202,0.0033333333333333,0.5,-0.1636513093651777,0,0,336
203235,0.2,0.0,0.5,-0.1675133339385249,0,0,337
142177,0.0,0.0,0.0,-0.2180095480533198,0,0,338
105500,0.0,0.0,0.0,-0.1782745994274173,0,0,339
194164,0.2,0.0,0.5,-0.1448904140326247,0,0,340
120164,0.2,0.0,0.5,-0.1957578636279265,0,0,341
36900,0.008,0.0133333333333333,0.0,0.0455518613251764,0,0,342
253074,0.0,0.0,0.0,-0.1748753024936354,0,0,343
33712,0.0,0.0,0.0,-0.2199894463451106,0,0,344
47577,0.2,0.0,0.5,-0.1595392734939833,0,0,345
219117,0.004,0.0066666666666666,0.0,-0.1872503618444274,0,0,346
36866,0.2,0.0,0.5,-0.1992539057131669,0,0,347
211838,0.204,0.0066666666666666,0.5,-0.0619465194392482,0,0,348
255630,0.0,0.0,0.0,-0.1900511399128667,0,0,349
179842,0.002,0.0033333333333333,0.0,-0.1111828716697285,0,0,350
26358,0.0,0.0,0.0,-0.1899109042686799,0,0,351
256903,0.002,0.0033333333333333,0.0,-0.1908294129448903,0,0,352
169530,0.2,0.0,0.5,-0.1754898702009887,0,0,353
275348,0.0,0.0,0.0,-0.1824426334015199,0,0,354
146572,0.0,0.0,0.0,-0.1666506100394436,0,0,355
275192,0.0,0.0,0.0,-0.2095182684243257,0,0,356
274628,0.2,0.0,0.5,-0.1437679299216624,0,0,357
94417,0.2,0.0,0.5,-0.1516751333624686,0,0,358
221368,0.2,0.0,0.5,-0.206187322289133,0,0,359
284432,0.026,0.0433333333333333,0.0,-0.1447297364516242,0,0,360
169447,0.2,0.0,0.5,-0.2088773390572635,0,0,361
172262,0.2,0.0,0.5,-0.0961483338525855,0,0,362
45649,0.204,0.0066666666666666,0.5,-0.1366028162690026,0,0,363
284364,0.2,0.0,0.5,-0.1841725004968658,0,0,364
65462,0.0,0.0,0.0,-0.2093906361849195,0,0,365
126734,0.0,0.0,0.0,-0.1086211888952273,0,0,366
164299,0.0,0.0,0.0,-0.2159946508219466,0,0,367
60291,0.202,0.0033333333333333,0.5,-0.1698887653776834,0,0,368
142555,0.0,0.0,0.0,-0.1616363653753696,0,0,369
27343,0.0,0.0,0.0,-0.2043713425624031,0,0,370
24626,0.0,0.0,0.0,-0.188034471680473,0,0,371
30369,0.2,0.0,0.5,-0.2043062345236669,0,0,372
210857,0.2,0.0,0.5,-0.1773219372419354,0,0,373
141636,0.0,0.0,0.0,-0.142101384998835,0,0,374
72892,0.2,0.0,0.5,-0.1617513705445913,0,0,375
59900,0.2,0.0,0.5,-0.2007398875268541,0,0,376
275425,0.2,0.0,0.5,-0.1831545980677154,0,0,377
156183,0.202,0.0033333333333333,0.5,-0.1099091715835281,0,0,378
251344,0.2,0.0,0.5,-0.1664255627691262,0,0,379
189656,0.202,0.0033333333333333,0.5,-0.1703504803983035,0,0,380
38785,0.2,0.0,0.5,-0.2038456841717055,0,0,381
38727,0.2,0.0,0.5,-0.2131366617128706,0,0,382
110086,0.0,0.0,0.0,-0.1601409537941314,0,0,383
210698,0.0,0.0,0.0,-0.198983525106478,0,0,384
62274,0.0,0.0,0.0,-0.2045386648185405,0,0,385
25645,0.0,0.0,0.0,-0.1802755758552112,0,0,386
20741,0.0,0.0,0.0,-0.2049726853447858,0,0,387
260087,0.0,0.0,0.0,-0.2064429448091592,0,0,388
61589,0.2,0.0,0.5,-0.1945338310154808,0,0,389
199897,0.2,0.0,0.5,-0.1391238088039723,0,0,390
258701,0.2,0.0,0.5,-0.1449488600125163,0,0,391
38696,0.0,0.0,0.0,-0.1459865250558847,0,0,392
1622,0.2,0.0,0.5,-0.2045322097800004,0,0,393
64028,0.2,0.0,0.5,-0.1608880532388971,0,0,394
271325,0.2,0.0,0.5,-0.1865830863230831,0,0,395
216686,0.2,0.0,0.5,-0.2019816658030228,0,0,396
131329,0.204,0.0066666666666666,0.5,-0.1878117556542514,0,0,397
75596,0.0,0.0,0.0,-0.2022307260372269,0,0,398
153906,0.0,0.0,0.0,-0.1516467592531723,0,0,399
129318,0.0,0.0,0.0,-0.1599328146250369,0,0,400
228198,0.0,0.0,0.0,-0.1890400554987841,0,0,401
59090,0.2,0.0,0.5,-0.1886427844248077,0,0,402
86140,0.2,0.0,0.5,-0.1408091826610495,0,0,403
52599,0.2,0.0,0.5,-0.2040051310523439,0,0,404
16836,0.002,0.0033333333333333,0.0,-0.1947363807077067,0,0,405
82888,0.21,0.0166666666666666,0.5,-0.1385984708121825,0,0,406
82673,0.0,0.0,0.0,-0.1870092418683108,0,0,407
159374,0.0,0.0,0.0,-0.1908804717095932,0,0,408
269520,0.2,0.0,0.5,-0.1977553513012764,0,0,409
163060,0.2,0.0,0.5,-0.1875277457418673,0,0,410
86801,0.2,0.0,0.5,-0.2100506469658504,0,0,411
43331,0.0,0.0,0.0,-0.1524342151243949,0,0,412
46033,0.0,0.0,0.0,-0.2099243156806929,0,0,413
148958,0.0,0.0,0.0,-0.1766718497752207,0,0,414
206178,0.0,0.0,0.0,-0.1825126895329675,0,0,415
195150,0.0,0.0,0.0,-0.1927740569212021,0,0,416
221544,0.0,0.0,0.0,-0.2165753244541429,0,0,417
87927,0.2,0.0,0.5,-0.1904735716375957,0,0,418
115705,0.0,0.0,0.0,-0.2018095688770001,0,0,419
17495,0.2,0.0,0.5,-0.2102230985024207,0,0,420
181669,0.2,0.0,0.5,-0.1830279908919755,0,0,421
94675,0.0,0.0,0.0,-0.1775517602824881,0,0,422
121632,0.2,0.0,0.5,-0.1774956863516184,0,0,423
243590,0.0339999999999999,0.0566666666666666,0.0,-0.1669709910992357,0,0,424
30440,0.004,0.0066666666666666,0.0,-0.0949380335771469,0,0,425
255493,0.2,0.0,0.5,-0.1899411035618267,0,0,426
216669,0.272,0.12,0.5,-0.1215374187390625,0,0,427
244824,0.2,0.0,0.5,-0.1822313922129223,0,0,428
239685,0.216,0.0266666666666666,0.5,0.0201996835380845,0,0,429
7643,0.2,0.0,0.5,-0.1542190149667268,0,0,430
79464,0.2,0.0,0.5,-0.1870131491096078,0,0,431
120232,0.206,0.01,0.5,-0.1977569865564105,0,0,432
99912,0.0,0.0,0.0,-0.2094881480162464,0,0,433
219591,0.0,0.0,0.0,-0.2184429965371603,0,0,434
276213,0.0,0.0,0.0,-0.2066652683056626,0,0,435
42895,0.2,0.0,0.5,-0.1686940327475924,0,0,436
211374,0.2,0.0,0.5,-0.1898329628756965,0,0,437
209180,0.0,0.0,0.0,-0.1563509468535748,0,0,438
58726,0.0,0.0,0.0,-0.1942599026604658,0,0,439
