,fraud_score,ml_prob,rule_score,iso_anomaly_score,actual_class,is_fraud
116509,0.2,0.0,0.5,-0.16805475274910625,0,0
127165,0.0,0.0,0.0,-0.20408306522261932,0,0
49943,0.2,0.0,0.5,-0.2022002329059559,0,0
66503,0.2,0.0,0.5,-0.1636371981524165,0,0
165530,0.0,0.0,0.0,-0.21768900873132596,0,0
250395,0.0,0.0,0.0,-0.12748005863969242,0,0
198694,0.202,0.0033333333333333335,0.5,-0.17933188403313383,0,0
230362,0.004,0.006666666666666667,0.0,-0.19820543212846603,0,0
181415,0.0,0.0,0.0,-0.12098095984813262,0,0
187592,0.2,0.0,0.5,-0.16177096317639517,0,0
185764,0.20600000000000002,0.01,0.5,-0.15797092624542397,0,0
222756,0.20800000000000002,0.013333333333333334,0.5,-0.05345159591544901,0,0
22028,0.2,0.0,0.5,-0.17303731373843134,0,0
103061,0.2,0.0,0.5,-0.18003229628795658,0,0
58932,0.2,0.0,0.5,-0.19266890027839856,0,0
157934,0.2,0.0,0.5,-0.1545626604627579,0,0
119439,0.2,0.0,0.5,-0.1908749780285462,0,0
201551,0.2,0.0,0.5,-0.1318410488208408,0,0
94688,0.0,0.0,0.0,-0.03062479152213826,0,0
236129,0.0,0.0,0.0,-0.18388460920920763,0,0
71022,0.2,0.0,0.5,-0.07333068901030959,0,0
211516,0.20800000000000002,0.013333333333333334,0.5,-0.11891579462289081,0,0
155412,0.0,0.0,0.0,-0.17469896079951164,0,0
132345,0.2,0.0,0.5,-0.20076302719828248,0,0
143981,0.0,0.0,0.0,-0.20622763132266536,0,0
30088,0.2,0.0,0.5,-0.15902235454394253,0,0
155617,0.20400000000000001,0.006666666666666667,0.5,-0.10234635401807168,0,0
20971,0.2,0.0,0.5,-0.1827635592379317,0,0
158895,0.2,0.0,0.5,-0.14498423029434865,0,0
276003,0.0,0.0,0.0,-0.19463239901563434,0,0
28607,0.2,0.0,0.5,-0.20600460156456585,0,0
237933,0.0,0.0,0.0,-0.20677554225864414,0,0
152514,0.0,0.0,0.0,-0.1522431641039933,0,0
248114,0.2,0.0,0.5,-0.18250278426655148,0,0
6263,0.2,0.0,0.5,-0.12269718778890026,0,0
83265,0.0,0.0,0.0,-0.19256636334627925,0,0
35776,0.2,0.0,0.5,-0.18525400522518876,0,0
127082,0.002,0.0033333333333333335,0.0,-0.17540187761492787,0,0
281064,0.0,0.0,0.0,-0.20120790929346732,0,0
253147,0.0,0.0,0.0,-0.20985604715494988,0,0
201369,0.2,0.0,0.5,-0.1702866639651034,0,0
45223,0.2,0.0,0.5,-0.12866961825069217,0,0
230172,0.2,0.0,0.5,-0.16597163600343828,0,0
83362,0.0,0.0,0.0,-0.21031134328331502,0,0
162284,0.0,0.0,0.0,-0.13690156202211906,0,0
256823,0.0,0.0,0.0,-0.14132244299307845,0,0
74545,0.2,0.0,0.5,-0.1861982693993044,0,0
92940,0.202,0.0033333333333333335,0.5,-0.15796431342256828,0,0
273340,0.0,0.0,0.0,-0.17585602173006076,0,0
193256,0.2,0.0,0.5,-0.20721878440038793,0,0
109963,0.0,0.0,0.0,-0.10762793277896432,0,0
76437,0.2,0.0,0.5,-0.19256833563735526,0,0
89712,0.0,0.0,0.0,-0.21404140666999666,0,0
68792,0.2,0.0,0.5,-0.16545317067708948,0,0
72435,0.2,0.0,0.5,-0.19557278476469514,0,0
86272,0.002,0.0033333333333333335,0.0,-0.16523446709188666,0,0
112653,0.0,0.0,0.0,-0.19652493517401015,0,0
248312,0.0,0.0,0.0,-0.2012681007648066,0,0
151401,0.0,0.0,0.0,-0.15464741227999035,0,0
83924,0.2,0.0,0.5,-0.1609733171223376,0,0
267734,0.2,0.0,0.5,-0.20331201210929406,0,0
81119,0.20600000000000002,0.01,0.5,-0.10762068155742299,0,0
225116,0.2,0.0,0.5,-0.17597325809600323,0,0
74420,0.0,0.0,0.0,-0.2126019055128332,0,0
162494,0.20400000000000001,0.006666666666666667,0.5,-0.09283886183541201,0,0
170168,0.2,0.0,0.5,-0.18459324354393658,0,0
218784,0.2,0.0,0.5,-0.17148231398979014,0,0
221308,0.0,0.0,0.0,-0.17484050207150859,0,0
265934,0.2,0.0,0.5,-0.19224646763940345,0,0
186797,0.2,0.0,0.5,-0.17036098283065743,0,0
244271,0.2,0.0,0.5,-0.2040123521778972,0,0
122750,0.20600000000000002,0.01,0.5,-0.1589218174753413,0,0
58695,0.2,0.0,0.5,-0.1945759033718757,0,0
202116,0.2,0.0,0.5,-0.1873041328526635,0,0
17112,0.2,0.0,0.5,-0.19372878753861456,0,0
87679,0.0,0.0,0.0,-0.1999795694128027,0,0
101708,0.20600000000000002,0.01,0.5,-0.20756227065729765,0,0
144128,0.0,0.0,0.0,-0.16794472553166506,0,0
22653,0.2,0.0,0.5,-0.1999063173753577,0,0
75374,0.2,0.0,0.5,-0.20134301916854924,0,0
203321,0.2,0.0,0.5,-0.16667437418177666,0,0
273842,0.0,0.0,0.0,-0.16357346721750904,0,0
55314,0.2,0.0,0.5,-0.1727395344134946,0,0
45779,0.202,0.0033333333333333335,0.5,-0.17419034299300662,0,0
45181,0.2,0.0,0.5,-0.21098606143864007,0,0
168019,0.2,0.0,0.5,-0.17280104294465043,0,0
131336,0.2,0.0,0.5,-0.18345987162805272,0,0
3590,0.4,0.0,1.0,-0.14700344345768684,0,0
110769,0.0,0.0,0.0,-0.21176244880060385,0,0
44906,0.2,0.0,0.5,-0.1864489086302023,0,0
146371,0.0,0.0,0.0,-0.19869006363376712,0,0
190099,0.2,0.0,0.5,-0.16983904998952915,0,0
131266,0.0,0.0,0.0,-0.2005958687420465,0,0
88591,0.23600000000000002,0.06,0.5,-0.1835243205194781,0,0
171032,0.0,0.0,0.0,-0.21314337755402768,0,0
50693,0.2,0.0,0.5,-0.1199861570056861,0,0
23902,0.2,0.0,0.5,-0.1459416701498858,0,0
154132,0.0,0.0,0.0,-0.16184106332295,0,0
141886,0.002,0.0033333333333333335,0.0,-0.18331882928974363,0,0
128754,0.0,0.0,0.0,-0.22042688657265086,0,0
180537,0.0,0.0,0.0,-0.18055765682225838,0,0
7931,0.0,0.0,0.0,-0.1582873943821042,0,0
176742,0.0,0.0,0.0,-0.2108696925018672,0,0
160725,0.0,0.0,0.0,-0.19842031456217735,0,0
179014,0.2,0.0,0.5,-0.20249948238299342,0,0
159864,0.0,0.0,0.0,-0.20045646151406604,0,0
76939,0.004,0.006666666666666667,0.0,-0.14895792781984862,0,0
106477,0.0,0.0,0.0,-0.20990615790577644,0,0
276968,0.0,0.0,0.0,-0.19978370675117046,0,0
192088,0.2,0.0,0.5,-0.2023074645151035,0,0
257607,0.0,0.0,0.0,-0.19428299544105504,0,0
26429,0.006,0.01,0.0,-0.1841937157355903,0,0
207034,0.21200000000000002,0.02,0.5,-0.16723754139092506,0,0
205517,0.0,0.0,0.0,-0.20275203092783672,0,0
218207,0.2,0.0,0.5,-0.17004326020806088,0,0
138118,0.2,0.0,0.5,-0.20644305358463444,0,0
163728,0.2,0.0,0.5,-0.18720109057395273,0,0
282376,0.20400000000000001,0.006666666666666667,0.5,-0.13550914373265793,0,0
275482,0.0,0.0,0.0,-0.15368233123793362,0,0
127346,0.0,0.0,0.0,-0.21592383665410247,0,0
124814,0.2,0.0,0.5,-0.12893088110339063,0,0
23674,0.2,0.0,0.5,-0.1821014211340885,0,0
93969,0.2,0.0,0.5,-0.1951791120661533,0,0
182671,0.2,0.0,0.5,-0.1832526555222867,0,0
159732,0.2,0.0,0.5,-0.1538260960131585,0,0
141905,0.0,0.0,0.0,-0.1913532149922188,0,0
171735,0.0,0.0,0.0,-0.2067149176669465,0,0
190263,0.5179999999999999,0.8633333333333333,0.0,-0.046914391149624146,0,0
220160,0.0,0.0,0.0,-0.1520976417915233,0,0
51161,0.2,0.0,0.5,-0.19992393187687196,0,0
40708,0.2,0.0,0.5,-0.1852246059557522,0,0
193638,0.0,0.0,0.0,-0.18295649253473512,0,0
97634,0.002,0.0033333333333333335,0.0,-0.1620657780975851,0,0
11733,0.2,0.0,0.5,-0.15643203030891106,0,0
239278,0.2,0.0,0.5,-0.15996708749180133,0,0
94100,0.0,0.0,0.0,-0.1528357618291999,0,0
244804,0.2,0.0,0.5,-0.16203309757029083,0,0
237981,0.202,0.0033333333333333335,0.5,-0.13779938934158403,0,0
101180,0.0,0.0,0.0,-0.20883356106798423,0,0
129567,0.012,0.02,0.0,-0.19759933487167697,0,0
126320,0.0,0.0,0.0,-0.19097117580662554,0,0
217189,0.20400000000000001,0.006666666666666667,0.5,-0.15419870351235104,0,0
159965,0.0,0.0,0.0,-0.18538068820798176,0,0
96920,0.2,0.0,0.5,-0.2170834275918418,0,0
80783,0.2,0.0,0.5,-0.17763473037694066,0,0
64015,0.2,0.0,0.5,-0.1866759002379707,0,0
37895,0.0,0.0,0.0,-0.1837182493186793,0,0
237636,0.0,0.0,0.0,-0.2079792376716716,0,0
230117,0.2,0.0,0.5,-0.14153588628943925,0,0
104423,0.2,0.0,0.5,-0.21329923830967662,0,0
200583,0.2,0.0,0.5,-0.1880503104828593,0,0
157097,0.006,0.01,0.0,-0.13108088399904128,0,0
39452,0.2,0.0,0.5,-0.16875232899366993,0,0
203214,0.0,0.0,0.0,-0.13108623841044875,0,0
142758,0.20600000000000002,0.01,0.5,-0.16370116692198294,0,0
72600,0.2,0.0,0.5,-0.19979693426249506,0,0
56875,0.2,0.0,0.5,-0.16935700652279706,0,0
185675,0.004,0.006666666666666667,0.0,-0.19094058226426924,0,0
86584,0.0,0.0,0.0,-0.19791471215092682,0,0
271467,0.2,0.0,0.5,-0.14744894212269694,0,0
114411,0.0,0.0,0.0,-0.20312859347977885,0,0
166649,0.2,0.0,0.5,-0.144304699182928,0,0
140043,0.0,0.0,0.0,-0.18454319368935035,0,0
155938,0.2,0.0,0.5,-0.15909149189963429,0,0
63536,0.0,0.0,0.0,-0.2040811179507956,0,0
207176,0.0,0.0,0.0,-0.14172047315582104,0,0
80114,0.21000000000000002,0.016666666666666666,0.5,-0.16867204724007562,0,0
265359,0.2,0.0,0.5,-0.18376722696252829,0,0
214149,0.2,0.0,0.5,-0.19315540819762822,0,0
52960,0.002,0.0033333333333333335,0.0,-0.1636522599143283,0,0
212874,0.0,0.0,0.0,-0.14086886633441903,0,0
225828,0.02,0.03333333333333333,0.0,-0.08945858620167757,0,0
7929,0.0,0.0,0.0,-0.15072858186241905,0,0
3415,0.2,0.0,0.5,-0.1609213768106995,0,0
211456,0.0,0.0,0.0,-0.19956801919053874,0,0
235632,0.0,0.0,0.0,-0.18939923045823892,0,0
163984,0.2,0.0,0.5,-0.1847253292780835,0,0
9449,0.006,0.01,0.0,-0.13790621274038894,0,0
228554,0.2,0.0,0.5,-0.20032815364844186,0,0
66859,0.2,0.0,0.5,-0.15248746831356996,0,0
390,0.21200000000000002,0.02,0.5,-0.15842789444441913,0,0
154140,0.0,0.0,0.0,-0.1530532717298141,0,0
112186,0.2,0.0,0.5,-0.18915423263867254,0,0
40826,0.0,0.0,0.0,-0.20170400788700266,0,0
126991,0.202,0.0033333333333333335,0.5,-0.18697669618699125,0,0
179821,0.0,0.0,0.0,-0.18331497548892284,0,0
180079,0.0,0.0,0.0,-0.1954454451999349,0,0
96699,0.0,0.0,0.0,-0.21107037406112322,0,0
280547,0.2,0.0,0.5,-0.18616761187258068,0,0
200322,0.0,0.0,0.0,-0.20878775517315484,0,0
236092,0.2,0.0,0.5,-0.1966835597423568,0,0
44173,0.2,0.0,0.5,-0.20443919807661248,0,0
270324,0.0,0.0,0.0,-0.20433391248272098,0,0
152286,0.002,0.0033333333333333335,0.0,-0.03175804000040594,0,0
121471,0.2,0.0,0.5,-0.20600102886620153,0,0
39429,0.2,0.0,0.5,-0.18819612490106197,0,0
33645,0.2,0.0,0.5,-0.2019503953642351,0,0
119001,0.2,0.0,0.5,-0.17136694415562737,0,0
154606,0.202,0.0033333333333333335,0.5,-0.1573218181441426,0,0
65065,0.008,0.013333333333333334,0.0,-0.03766786703907843,0,0
69482,0.0,0.0,0.0,-0.14420628687824777,0,0
131665,0.2,0.0,0.5,-0.195730835577905,0,0
129813,0.0,0.0,0.0,-0.19461443848879723,0,0
28133,0.0,0.0,0.0,-0.1525453789057496,0,0
133041,0.2,0.0,0.5,-0.18361510743539838,0,0
32984,0.0,0.0,0.0,-0.17686254330337292,0,0
13810,0.228,0.04666666666666667,0.5,-0.11049514750845352,0,0
104224,0.0,0.0,0.0,-0.0068747221355827115,0,0
93942,0.0,0.0,0.0,-0.20322663729340523,0,0
179401,0.2,0.0,0.5,-0.1815036046998375,0,0
172580,0.2,0.0,0.5,-0.19838301500296307,0,0
155817,0.002,0.0033333333333333335,0.0,-0.08461303075130366,0,0
238946,0.0,0.0,0.0,-0.1829341908194559,0,0
25521,0.2,0.0,0.5,-0.15959725853093015,0,0
261649,0.0,0.0,0.0,-0.13544105489965508,0,0
148332,0.2,0.0,0.5,-0.1920928592439925,0,0
148833,0.0,0.0,0.0,-0.17370974993208765,0,0
146128,0.002,0.0033333333333333335,0.0,-0.14512326653247554,0,0
168844,0.2,0.0,0.5,-0.2100211572682466,0,0
207323,0.2,0.0,0.5,-0.14698116487327095,0,0
255754,0.0,0.0,0.0,-0.19881145144097134,0,0
121352,0.0,0.0,0.0,-0.2042806472328217,0,0
76923,0.0,0.0,0.0,-0.20382749078078438,0,0
233095,0.0,0.0,0.0,-0.19911396149501254,0,0
35045,0.2,0.0,0.5,-0.1946213692235198,0,0
2407,0.2,0.0,0.5,-0.19593955832189364,0,0
187531,0.2,0.0,0.5,-0.18036918846002603,0,0
261220,0.0,0.0,0.0,-0.1825001669709439,0,0
205463,0.0,0.0,0.0,-0.201228706706631,0,0
23300,0.0,0.0,0.0,-0.1801593879441794,0,0
76796,0.2,0.0,0.5,-0.1813860459201339,0,0
52605,0.202,0.0033333333333333335,0.5,-0.19203513599365174,0,0
168758,0.0,0.0,0.0,-0.15089644513239775,0,0
95034,0.2,0.0,0.5,-0.20837345406942293,0,0
132821,0.01,0.016666666666666666,0.0,-0.18571996023488774,0,0
219825,0.2,0.0,0.5,-0.19596069404931182,0,0
16694,0.004,0.006666666666666667,0.0,-0.044964631005611544,0,0
138565,0.2,0.0,0.5,-0.14027678555897344,0,0
103833,0.2,0.0,0.5,-0.1984791972007784,0,0
258688,0.0,0.0,0.0,-0.21032125748852215,0,0
197306,0.2,0.0,0.5,-0.18789836047464248,0,0
206538,0.20400000000000001,0.006666666666666667,0.5,-0.15519018463535067,0,0
112902,0.0,0.0,0.0,-0.2157002098878288,0,0
89863,0.0,0.0,0.0,-0.12404795303797783,0,0
239148,0.002,0.0033333333333333335,0.0,-0.1670371453841969,0,0
96380,0.0,0.0,0.0,-0.14646348408059545,0,0
241292,0.0,0.0,0.0,-0.18137321380420912,0,0
6167,0.0,0.0,0.0,-0.13781119717041135,0,0
9471,0.2,0.0,0.5,-0.158526921541437,0,0
268205,0.0,0.0,0.0,-0.17651271909537464,0,0
176339,0.2,0.0,0.5,-0.17999012160705824,0,0
206161,0.0,0.0,0.0,-0.14153925463332262,0,0
37,0.2,0.0,0.5,-0.18962494758686127,0,0
98816,0.2,0.0,0.5,-0.17702158943713048,0,0
22877,0.0,0.0,0.0,-0.2123009552044396,0,0
147864,0.21200000000000002,0.02,0.5,-0.07867156031550065,0,0
96200,0.2,0.0,0.5,-0.18062281604028174,0,0
206340,0.0,0.0,0.0,-0.17734764965473326,0,0
253454,0.0,0.0,0.0,-0.1970359128690562,0,0
239430,0.0,0.0,0.0,-0.2093228208063429,0,0
48373,0.2,0.0,0.5,-0.16799679703156822,0,0
158050,0.2,0.0,0.5,-0.1691040195476795,0,0
55269,0.0,0.0,0.0,-0.1882054720638886,0,0
262525,0.2,0.0,0.5,-0.18695641925048573,0,0
178860,0.2,0.0,0.5,-0.19475969467818077,0,0
3773,0.4,0.0,1.0,-0.1417508758010897,0,0
188594,0.0,0.0,0.0,-0.18675127857068363,0,0
267584,0.21200000000000002,0.02,0.5,-0.13878715338130482,0,0
230589,0.2,0.0,0.5,-0.19906075092303316,0,0
150659,0.2,0.0,0.5,-0.17774494840743482,0,0
156575,0.0,0.0,0.0,-0.17565144161516255,0,0
1565,0.4,0.0,1.0,-0.1826425362049524,0,0
168208,0.057999999999999996,0.09666666666666666,0.0,-0.12661340369997026,0,0
160709,0.2,0.0,0.5,-0.16621408756468925,0,0
283641,0.0,0.0,0.0,-0.19657039633037,0,0
199206,0.2,0.0,0.5,-0.17352010332442697,0,0
174612,0.2,0.0,0.5,-0.20337927350641055,0,0
177538,0.004,0.006666666666666667,0.0,-0.18598561742773428,0,0
17731,0.006,0.01,0.0,-0.13772038699671058,0,0
43468,0.2,0.0,0.5,-0.2096009467887805,0,0
265077,0.0,0.0,0.0,-0.15822917593842867,0,0
60995,0.2,0.0,0.5,-0.20054453098955832,0,0
31974,0.20400000000000001,0.006666666666666667,0.5,-0.17230811872010704,0,0
64509,0.0,0.0,0.0,-0.16042848813547322,0,0
11816,0.0,0.0,0.0,-0.17616301299019582,0,0
244136,0.002,0.0033333333333333335,0.0,-0.18878860167134331,0,0
115056,0.202,0.0033333333333333335,0.5,-0.17557539015601265,0,0
102908,0.2,0.0,0.5,-0.20292733896596332,0,0
179250,0.0,0.0,0.0,-0.18813596479656125,0,0
208828,0.0,0.0,0.0,-0.1745128369989991,0,0
236930,0.0,0.0,0.0,-0.1701815692487712,0,0
129449,0.2,0.0,0.5,-0.14926881392640368,0,0
213167,0.2,0.0,0.5,-0.21077861216690502,0,0
161345,0.006,0.01,0.0,-0.1379168552558543,0,0
273620,0.0,0.0,0.0,-0.18256482437759908,0,0
12276,0.202,0.0033333333333333335,0.5,-0.12205190959314582,0,0
281323,0.222,0.03666666666666667,0.5,-0.05569906283602333,0,0
64758,0.202,0.0033333333333333335,0.5,-0.16365130936517774,0,0
203235,0.2,0.0,0.5,-0.1675133339385249,0,0
142177,0.0,0.0,0.0,-0.21800954805331985,0,0
105500,0.0,0.0,0.0,-0.1782745994274173,0,0
194164,0.2,0.0,0.5,-0.1448904140326247,0,0
120164,0.2,0.0,0.5,-0.19575786362792652,0,0
36900,0.008,0.013333333333333334,0.0,0.04555186132517641,0,0
253074,0.0,0.0,0.0,-0.17487530249363542,0,0
33712,0.0,0.0,0.0,-0.21998944634511064,0,0
47577,0.2,0.0,0.5,-0.15953927349398334,0,0
219117,0.004,0.006666666666666667,0.0,-0.1872503618444274,0,0
36866,0.2,0.0,0.5,-0.19925390571316692,0,0
211838,0.20400000000000001,0.006666666666666667,0.5,-0.06194651943924823,0,0
255630,0.0,0.0,0.0,-0.19005113991286676,0,0
179842,0.002,0.0033333333333333335,0.0,-0.11118287166972857,0,0
26358,0.0,0.0,0.0,-0.18991090426867996,0,0
256903,0.002,0.0033333333333333335,0.0,-0.1908294129448903,0,0
169530,0.2,0.0,0.5,-0.17548987020098877,0,0
275348,0.0,0.0,0.0,-0.1824426334015199,0,0
146572,0.0,0.0,0.0,-0.1666506100394436,0,0
275192,0.0,0.0,0.0,-0.20951826842432575,0,0
274628,0.2,0.0,0.5,-0.14376792992166249,0,0
94417,0.2,0.0,0.5,-0.15167513336246863,0,0
221368,0.2,0.0,0.5,-0.206187322289133,0,0
284432,0.026,0.043333333333333335,0.0,-0.14472973645162424,0,0
169447,0.2,0.0,0.5,-0.20887733905726352,0,0
172262,0.2,0.0,0.5,-0.09614833385258559,0,0
45649,0.20400000000000001,0.006666666666666667,0.5,-0.1366028162690026,0,0
284364,0.2,0.0,0.5,-0.1841725004968658,0,0
65462,0.0,0.0,0.0,-0.2093906361849195,0,0
126734,0.0,0.0,0.0,-0.10862118889522732,0,0
164299,0.0,0.0,0.0,-0.21599465082194663,0,0
60291,0.202,0.0033333333333333335,0.5,-0.16988876537768344,0,0
142555,0.0,0.0,0.0,-0.16163636537536968,0,0
27343,0.0,0.0,0.0,-0.20437134256240314,0,0
24626,0.0,0.0,0.0,-0.188034471680473,0,0
30369,0.2,0.0,0.5,-0.20430623452366692,0,0
210857,0.2,0.0,0.5,-0.1773219372419354,0,0
141636,0.0,0.0,0.0,-0.142101384998835,0,0
72892,0.2,0.0,0.5,-0.16175137054459132,0,0
59900,0.2,0.0,0.5,-0.20073988752685418,0,0
275425,0.2,0.0,0.5,-0.18315459806771545,0,0
156183,0.202,0.0033333333333333335,0.5,-0.10990917158352814,0,0
251344,0.2,0.0,0.5,-0.16642556276912623,0,0
189656,0.202,0.0033333333333333335,0.5,-0.17035048039830358,0,0
38785,0.2,0.0,0.5,-0.20384568417170557,0,0
38727,0.2,0.0,0.5,-0.21313666171287066,0,0
110086,0.0,0.0,0.0,-0.1601409537941314,0,0
210698,0.0,0.0,0.0,-0.198983525106478,0,0
62274,0.0,0.0,0.0,-0.20453866481854055,0,0
25645,0.0,0.0,0.0,-0.1802755758552112,0,0
20741,0.0,0.0,0.0,-0.20497268534478585,0,0
260087,0.0,0.0,0.0,-0.20644294480915926,0,0
61589,0.2,0.0,0.5,-0.19453383101548088,0,0
199897,0.2,0.0,0.5,-0.13912380880397235,0,0
258701,0.2,0.0,0.5,-0.14494886001251633,0,0
38696,0.0,0.0,0.0,-0.14598652505588477,0,0
1622,0.2,0.0,0.5,-0.20453220978000047,0,0
64028,0.2,0.0,0.5,-0.16088805323889716,0,0
271325,0.2,0.0,0.5,-0.18658308632308312,0,0
216686,0.2,0.0,0.5,-0.2019816658030228,0,0
131329,0.20400000000000001,0.006666666666666667,0.5,-0.18781175565425146,0,0
75596,0.0,0.0,0.0,-0.20223072603722697,0,0
153906,0.0,0.0,0.0,-0.15164675925317234,0,0
129318,0.0,0.0,0.0,-0.15993281462503695,0,0
228198,0.0,0.0,0.0,-0.18904005549878417,0,0
59090,0.2,0.0,0.5,-0.1886427844248077,0,0
86140,0.2,0.0,0.5,-0.14080918266104958,0,0
52599,0.2,0.0,0.5,-0.2040051310523439,0,0
16836,0.002,0.0033333333333333335,0.0,-0.19473638070770677,0,0
82888,0.21000000000000002,0.016666666666666666,0.5,-0.13859847081218257,0,0
82673,0.0,0.0,0.0,-0.1870092418683108,0,0
159374,0.0,0.0,0.0,-0.1908804717095932,0,0
269520,0.2,0.0,0.5,-0.19775535130127647,0,0
163060,0.2,0.0,0.5,-0.1875277457418673,0,0
86801,0.2,0.0,0.5,-0.21005064696585046,0,0
43331,0.0,0.0,0.0,-0.15243421512439492,0,0
46033,0.0,0.0,0.0,-0.20992431568069297,0,0
148958,0.0,0.0,0.0,-0.17667184977522077,0,0
206178,0.0,0.0,0.0,-0.18251268953296756,0,0
195150,0.0,0.0,0.0,-0.19277405692120214,0,0
221544,0.0,0.0,0.0,-0.21657532445414296,0,0
87927,0.2,0.0,0.5,-0.1904735716375957,0,0
115705,0.0,0.0,0.0,-0.20180956887700013,0,0
17495,0.2,0.0,0.5,-0.21022309850242077,0,0
181669,0.2,0.0,0.5,-0.18302799089197558,0,0
94675,0.0,0.0,0.0,-0.17755176028248815,0,0
121632,0.2,0.0,0.5,-0.17749568635161844,0,0
243590,0.033999999999999996,0.056666666666666664,0.0,-0.16697099109923574,0,0
30440,0.004,0.006666666666666667,0.0,-0.09493803357714697,0,0
255493,0.2,0.0,0.5,-0.1899411035618267,0,0
216669,0.272,0.12,0.5,-0.12153741873906254,0,0
244824,0.2,0.0,0.5,-0.18223139221292234,0,0
239685,0.21600000000000003,0.02666666666666667,0.5,0.020199683538084545,0,0
7643,0.2,0.0,0.5,-0.15421901496672685,0,0
79464,0.2,0.0,0.5,-0.1870131491096078,0,0
120232,0.20600000000000002,0.01,0.5,-0.19775698655641055,0,0
99912,0.0,0.0,0.0,-0.20948814801624643,0,0
219591,0.0,0.0,0.0,-0.21844299653716032,0,0
276213,0.0,0.0,0.0,-0.20666526830566267,0,0
42895,0.2,0.0,0.5,-0.16869403274759243,0,0
211374,0.2,0.0,0.5,-0.1898329628756965,0,0
209180,0.0,0.0,0.0,-0.1563509468535748,0,0
58726,0.0,0.0,0.0,-0.19425990266046583,0,0
230398,0.2,0.0,0.5,-0.09981202350450441,0,0
249271,0.0,0.0,0.0,-0.20310905211164665,0,0
161529,0.202,0.0033333333333333335,0.5,-0.1254956812382063,0,0
211389,0.0,0.0,0.0,-0.18226705410405242,0,0
262191,0.2,0.0,0.5,-0.18510841723246074,0,0
48851,0.2,0.0,0.5,-0.1633819631769231,0,0
135589,0.0,0.0,0.0,-0.22042996171638668,0,0
130147,0.2,0.0,0.5,-0.20473508951757852,0,0
59006,0.2,0.0,0.5,-0.20537662245495836,0,0
129275,0.0,0.0,0.0,-0.1977303461078666,0,0
147362,0.2,0.0,0.5,-0.14055061200411517,0,0
238312,0.0,0.0,0.0,-0.2073948662035337,0,0
95967,0.006,0.01,0.0,-0.16826391048877942,0,0
46194,0.2,0.0,0.5,-0.15177891957853834,0,0
225020,0.202,0.0033333333333333335,0.5,-0.12156522869226583,0,0
110852,0.2,0.0,0.5,-0.15547222048384507,0,0
28740,0.0,0.0,0.0,-0.21202651141251,0,0
53599,0.2,0.0,0.5,-0.20306032641191563,0,0
105504,0.23,0.05,0.5,-0.12333595402001207,0,0
175830,0.0,0.0,0.0,-0.12500077786818198,0,0
21057,0.2,0.0,0.5,-0.17424294295135706,0,0
269633,0.0,0.0,0.0,-0.17584150338265114,0,0
52602,0.2,0.0,0.5,-0.16870232919689276,0,0
156589,0.21200000000000002,0.02,0.5,-0.05290147388711808,0,0
